,objid,u,g,r,i,z
17331,1237659327094391058,18.82445,17.48544,16.72165,16.33014,16.05936
14660,1237657857684209714,19.289939999999998,17.787670000000002,16.96862,16.56437,16.35662
43303,1237668585434120601,19.239810000000002,17.51697,16.547929999999997,16.143829999999998,15.79665
2382,1237650762930585801,19.12999,17.76531,17.01514,16.58411,16.32185
17979,1237660343388340668,19.13361,17.12162,16.079629999999998,15.63119,15.27529
26976,1237661813344895041,18.95585,17.39838,16.48937,16.021320000000003,15.663160000000001
31601,1237663278464303172,18.86272,17.63439,16.869979999999998,16.442729999999997,16.14869
42444,1237667736114692207,19.56938,18.274810000000002,17.63619,17.27695,17.02834
24891,1237662301905879248,19.45691,17.79999,16.81229,16.34354,15.97289
8296,1237655107307569273,19.30047,18.08894,17.404770000000003,17.013920000000002,16.73421
14816,1237657770171367551,18.73602,17.65708,17.041629999999998,16.634539999999998,16.429270000000002
43909,1237668349206134959,19.369510000000002,17.543029999999998,16.53744,16.13671,15.79924
8536,1237654605868630157,18.76277,17.50899,16.82176,16.4862,16.19943
35998,1237664132096393327,19.3746,17.682579999999998,16.68964,16.25669,15.9041
27573,1237662266458636403,18.82102,17.63555,17.03877,16.69378,16.48936
20561,1237661383314505866,18.45337,17.368879999999997,16.799789999999998,16.43306,16.17526
29490,1237664092897083648,19.85416,19.4542,18.606070000000003,18.8317,19.42073
44229,1237667539083788454,18.87578,17.62194,16.955170000000003,16.546470000000003,16.30635
1934,1237651252562165894,19.26984,17.96094,17.32193,16.928539999999998,16.70337
17607,1237659162809729391,18.21453,16.66744,15.88945,15.49954,15.20611
42360,1237667112264138890,19.7499,18.511429999999997,17.71523,17.325329999999997,16.98689
39379,1237665532244525228,17.8941,16.632620000000003,15.857170000000002,15.485729999999998,15.19883
15988,1237658493340614927,19.32537,18.11559,17.35745,16.96656,16.681079999999998
19011,1237661355931598942,19.90255,18.430670000000003,17.64171,17.21195,16.958070000000003
45668,1237671124829340141,19.41532,17.49621,16.5228,16.11737,15.762739999999999
3830,1237655108909465658,19.31599,18.13936,17.58002,17.203110000000002,17.00277
28111,1237662307266003145,19.64645,17.98135,16.944979999999997,16.46035,16.13764
32889,1237664853644869881,19.1603,18.20854,17.81275,17.48488,17.44539
10751,1237657632728612975,18.84117,17.71884,17.12957,16.77995,16.56353
4990,1237654606403076237,19.295479999999998,17.34095,16.34039,15.892679999999999,15.52351
12100,1237651736833032380,18.807000000000002,17.247529999999998,16.45191,16.08954,15.783370000000001
774,1237648721770578065,19.56081,18.21865,17.5134,17.12079,16.84021
21888,1237661381702320250,19.67475,18.19998,17.3134,16.87892,16.58773
48138,1237668625163878552,19.30276,18.11669,17.37884,16.98496,16.74693
7173,1237655125008449679,19.01136,17.52616,16.70956,16.28013,15.96454
9146,1237655463232733286,20.15963,19.3315,18.85701,18.511979999999998,18.39075
16225,1237661125615288497,18.101129999999998,15.92351,14.918920000000002,14.47245,14.22391
8280,1237655107302457547,19.15022,17.09461,15.976329999999999,15.497129999999999,15.1077
43458,1237667733969305800,19.531470000000002,18.158160000000002,17.48125,17.05591,16.790329999999997
43038,1237662473696444687,19.063779999999998,17.976689999999998,17.400579999999998,17.00862,16.8678
33342,1237665530638827687,19.44114,18.471220000000002,17.74936,17.29861,17.0603
38507,1237667142861914355,19.74717,18.51434,17.72061,17.29436,17.039279999999998
40289,1237667735581819027,19.32986,18.2782,17.66609,17.32195,17.07164
12465,1237657627913355356,19.08981,18.00866,17.39294,17.0328,16.78956
13986,1237658205587898596,19.2853,18.10848,17.47287,17.07149,16.8358
49377,1237672766055710988,18.8105,17.652160000000002,17.11594,16.77938,16.506870000000003
14448,1237656906342793529,19.04774,17.829710000000002,17.07636,16.65776,16.36063
22628,1237661811734216846,19.332179999999997,18.03013,17.33261,16.92801,16.67654
36376,1237667212658540678,18.54456,17.285629999999998,16.69926,16.270210000000002,16.02583
10128,1237657772319965308,19.556929999999998,18.24084,17.57375,17.17417,16.95855
24220,1237662193456185408,19.09326,17.9256,17.24248,16.89901,16.67853
31930,1237665024370868417,18.37461,17.28833,16.837320000000002,16.494320000000002,16.3576
806,1237648721788141783,20.26434,18.51626,17.59004,17.18221,16.90265
31899,1237662698652631465,19.68437,18.29938,17.63937,17.333820000000003,17.17287
23081,1237661387062902923,19.55995,18.08269,17.36336,16.9498,16.6678
17835,1237661149769039948,19.991979999999998,17.9934,16.99744,16.56992,16.23923
49497,1237668298755473570,19.025779999999997,17.70586,16.8625,16.3994,16.16554
48860,1237678846645567985,19.1618,17.26529,16.26125,15.844510000000001,15.46606
33238,1237664836997743038,20.16431,19.45886,18.88214,18.48904,18.3661
15755,1237658203440087142,19.19975,17.32525,16.32872,15.92348,15.574829999999999
48653,1237674289681137701,19.88291,18.07077,17.21806,16.87355,16.58854
5620,1237654604797902993,18.847839999999998,17.892,17.56704,17.27219,17.18969
49151,1237674462560977325,19.273870000000002,18.0915,17.50157,17.08169,16.8713
24733,1237661387608293536,18.2799,17.38855,17.067829999999997,16.6935,16.58201
15000,1237658203984363639,19.5441,18.31332,17.4148,16.980999999999998,16.67523
33019,1237665532783689889,19.208070000000003,17.92527,17.14961,16.70185,16.411279999999998
24693,1237662200437276963,19.43264,18.329420000000002,17.6609,17.25929,16.98485
8032,1237655369824731279,19.21121,17.54535,16.61636,16.15547,15.80585
41235,1237667212112626218,18.77696,17.617639999999998,16.9609,16.57701,16.340889999999998
9929,1237657875404357751,18.61978,17.65139,17.19054,16.812929999999998,16.64791
16972,1237658298987708712,18.9761,18.081310000000002,17.70431,17.49595,17.45015
17793,1237661139031490682,19.189410000000002,17.98477,17.45461,17.11502,17.00083
48912,1237667212138774721,18.97465,17.82356,17.07732,16.616239999999998,16.37924
38755,1237667321643204676,19.48696,18.2249,17.42834,17.03631,16.76605
7035,1237655473971134687,19.24667,17.26526,16.14359,15.694329999999999,15.324179999999998
30995,1237664291538534481,19.421039999999998,17.4395,16.43845,16.0071,15.65885
29237,1237662530601812127,19.02581,18.01189,17.40578,17.084789999999998,16.87032
10664,1237655495441711297,19.55258,18.35189,17.76505,17.3893,17.1601
11888,1237657775536013630,19.22032,17.92663,17.19548,16.79056,16.52518
10962,1237655126625353835,19.54552,18.36686,17.79082,17.42002,17.217589999999998
30606,1237664295830945962,19.89844,18.38198,17.47241,17.04707,16.741220000000002
48829,1237670965383266576,19.47242,18.06631,17.34019,16.93194,16.66627
22907,1237660635445854448,19.12411,17.71119,17.02553,16.62358,16.38064
37668,1237665101138493635,20.06107,19.33365,18.878220000000002,18.55152,18.46764
10346,1237655368756166865,19.1467,18.19868,17.75084,17.44695,17.33447
18072,1237660344467390584,19.647289999999998,18.44391,17.83566,17.48736,17.27334
15186,1237658614124904594,19.396710000000002,18.10035,17.45518,17.027829999999998,16.83757
22452,1237662236393865228,18.80745,16.80049,15.75709,15.3258,14.962320000000002
47104,1237667733990932693,19.12681,17.88129,17.27572,16.94184,16.75699
13218,1237656242778865791,19.48304,18.142429999999997,17.52854,17.16894,16.96249
26805,1237661852539420786,18.6512,17.67609,17.29104,16.93861,16.85815
5031,1237651271893123227,19.23447,17.64933,16.7892,16.37285,16.05259
11108,1237658607144992884,19.637620000000002,18.359170000000002,17.66948,17.289,17.04345
395,1237648705663533158,19.71384,18.4356,17.639310000000002,17.21486,16.9085
24503,1237661066555424957,19.72157,17.734,16.74295,16.30729,15.95977
21737,1237661069241876642,19.4044,18.58289,18.14431,17.61477,17.745639999999998
46962,1237674459879768212,19.34197,17.75459,16.87632,16.4382,16.08815
9726,1237656241700012519,19.41058,18.575860000000002,17.89191,17.57544,17.27368
23912,1237661957763104951,19.95431,19.16432,18.3087,18.01192,17.67625
69,1237648721230364945,19.034660000000002,17.98781,17.39272,16.99618,16.80931
8389,1237654600490025202,18.74052,16.73484,15.733479999999998,15.28672,14.94692
11795,1237657630057562322,19.04375,17.05291,16.048939999999998,15.611989999999999,15.234739999999999
42361,1237667112264597643,19.50003,18.131510000000002,17.293879999999998,16.85558,16.52448
1118,1237651249890656326,19.756629999999998,18.4415,17.701620000000002,17.26922,17.0389
48241,1237671266035040419,19.142889999999998,17.59398,16.60722,16.1479,15.7537
42584,1237667911136247980,19.06789,17.54918,16.70339,16.30588,16.00722
25301,1237661873468539056,18.989060000000002,17.835910000000002,17.08846,16.69989,16.46741
12953,1237657190910984243,17.78011,16.94156,16.58971,16.24209,16.146810000000002
25448,1237662662136758380,19.12484,17.51799,16.55828,16.14556,15.75361
36017,1237664132630577400,19.1461,18.28035,17.635839999999998,17.2271,17.0108
6148,1237655464304967793,19.61332,18.39554,17.51475,17.07365,16.77865
23938,1237661958299254978,19.37135,17.365,16.3419,15.92495,15.546610000000001
6686,1237655371444125839,19.06823,17.70378,16.957639999999998,16.5059,16.22566
37672,1237665101139280012,18.76821,17.96537,17.72779,17.47128,17.449360000000002
1745,1237648704597852432,19.6149,17.93869,17.20927,16.76326,16.4829
25230,1237662238545805403,19.41605,18.54832,18.259339999999998,17.954,17.91901
12640,1237655108900421779,19.50159,17.80066,16.9662,16.62044,16.33848
9293,1237657222560022617,19.24162,17.66604,16.917289999999998,16.60953,16.32655
33353,1237665530644070544,19.562620000000003,18.11399,17.27776,16.860529999999997,16.54584
2857,1237651273510420599,18.85335,17.23507,16.369410000000002,15.925370000000001,15.575029999999998
35764,1237665567143231717,20.06629,18.671210000000002,17.777639999999998,17.350189999999998,17.06995
37563,1237664837541691623,19.10454,17.233520000000002,16.25865,15.82885,15.48887
35291,1237665026514288713,18.697129999999998,17.36957,16.74931,16.49311,16.28642
44903,1237668289621655718,19.215989999999998,17.48173,16.74213,16.431379999999997,16.19231
28342,1237664094512087248,19.391,18.46261,18.04619,17.74485,17.66835
40588,1237667292659515508,19.43621,17.43045,16.41893,16.01305,15.66143
32555,1237663462607749280,19.46913,17.55208,16.55965,16.11251,15.75
8490,1237654605852180843,18.92361,17.56459,16.8461,16.42555,16.18335
38240,1237665442593505424,19.21061,17.45001,16.54738,16.098029999999998,15.73993
43329,1237668586508386411,18.76075,17.31602,16.53071,16.126170000000002,15.838870000000002
22551,1237661971182125253,19.53833,18.07917,17.28571,16.89769,16.60164
49944,1237668670253695080,19.57855,17.987370000000002,17.18075,16.80252,16.54522
2143,1237651272420032714,19.334410000000002,18.054129999999997,17.36035,16.92683,16.66851
17756,1237661137424744568,19.706670000000003,19.25331,18.959410000000002,18.60044,18.74899
49736,1237668335783051562,19.26117,17.99085,17.29504,16.91451,16.677570000000003
11159,1237655370899325010,19.25406,18.21817,17.67426,17.31677,17.130860000000002
49364,1237667549268148435,19.10676,17.52334,16.72738,16.32245,16.02608
4570,1237651190284288157,19.21003,18.135479999999998,17.52453,17.14562,16.95436
21585,1237661434312261877,18.64118,17.39614,16.70305,16.32916,16.07715
38266,1237667549274112149,19.11109,17.22543,16.19408,15.73991,15.35769
44689,1237670957326598388,18.486629999999998,17.32176,16.64291,16.27415,16.03859
5001,1237654606406418652,19.30976,17.18747,16.20382,15.77082,15.442039999999999
30039,1237662341087232435,18.870279999999998,17.01707,16.05827,15.648420000000002,15.28858
45734,1237668623546122357,19.0974,17.81105,17.102710000000002,16.70911,16.50113
46040,1237667448874991667,19.2529,17.81372,17.19495,16.7829,16.505370000000003
20892,1237660585518563463,19.31198,18.31598,17.77273,17.462139999999998,17.27205
49508,1237668298758094921,18.54804,16.63939,15.61474,15.1902,14.84539
8713,1237652937792029471,19.330820000000003,18.60665,18.1411,17.81701,17.69375
47881,1237678619575910517,19.216739999999998,17.27976,16.186320000000002,15.698210000000001,15.297
43642,1237667429035868432,19.07795,17.95226,17.26539,16.8923,16.64875
30680,1237664336634773604,19.24364,18.127660000000002,17.49767,17.23154,17.07111
15911,1237658205050503252,18.479670000000002,16.56502,15.56476,15.15289,14.820379999999998
25827,1237662637977698367,19.370720000000002,17.890439999999998,17.05725,16.62761,16.3008
1807,1237648705128169714,19.4152,18.27085,17.52328,17.10783,16.82305
5420,1237651822170603725,19.55134,18.096320000000002,17.317870000000003,16.857329999999997,16.54697
42848,1237667536925294822,18.68923,17.38308,16.73881,16.3835,16.16274
1399,1237651251503431808,19.84754,19.032729999999997,18.51513,18.11319,17.98565
41560,1237667781779062965,18.900570000000002,17.5315,16.80709,16.370070000000002,16.07675
21303,1237661150306107473,19.11228,17.96294,17.39744,17.02061,16.85278
47995,1237668502755606536,18.25141,16.29869,15.25746,14.82521,14.45026
9527,1237654383587098801,19.00894,17.25111,16.33504,15.89124,15.537410000000001
48389,1237679460285087862,19.162860000000002,17.378429999999998,16.39785,15.982470000000001,15.62718
13788,1237660670888444099,19.01505,17.80049,17.12302,16.74802,16.49782
973,1237651250948669632,19.27703,18.70139,18.51972,18.28529,18.32489
28406,1237662662674677965,18.57028,17.456039999999998,16.77595,16.44406,16.15257
46491,1237668350284988573,19.11114,17.61265,16.89561,16.4784,16.18644
30798,1237663783119618204,19.9374,18.34458,17.48003,17.05035,16.7396
36720,1237665128526905487,18.9543,17.906570000000002,17.38549,17.04555,16.8071
36825,1237664875119247569,19.0001,17.87293,17.15737,16.74045,16.424120000000002
16940,1237658298458964105,18.57892,17.5317,17.04264,16.716920000000002,16.57116
12940,1237659119868575933,19.27828,18.05643,17.34587,16.94134,16.64141
9000,1237655464840986821,18.94902,17.65324,16.93255,16.53538,16.23826
239,1237648704053641506,18.78749,17.562479999999997,16.79664,16.33446,16.07917
21508,1237658299519730173,19.71936,18.598010000000002,17.79124,17.36345,17.116670000000003
6043,1237654653634609456,19.19643,18.10114,17.42892,17.07055,16.85
32896,1237664853646704851,18.9794,18.169810000000002,17.562829999999998,17.19841,16.97652
4160,1237655107843063919,19.668,18.34375,17.545820000000003,17.145960000000002,16.87172
19528,1237661087496274062,19.24971,18.24775,17.71783,17.37519,17.15364
34272,1237663716017963251,19.960810000000002,19.11091,18.6192,18.31108,18.22101
48664,1237674290219975138,19.13419,18.19829,17.73197,17.404320000000002,17.27139
49353,1237667542826680520,19.24878,18.25506,17.75317,17.44714,17.29341
48444,1237667911671939345,19.1291,17.77926,17.04451,16.550910000000002,16.26424
17922,1237659131131658292,18.63877,17.79671,17.2846,16.926029999999997,17.78824
9830,1237657857680343159,19.273320000000002,17.885939999999998,17.07441,16.66522,16.42756
26576,1237662198816309309,18.84068,16.7086,15.604289999999999,15.150889999999999,14.781170000000001
12995,1237658297911541876,18.89091,17.65321,17.01351,16.64471,16.41651
555,1237648722325995882,18.86112,17.60165,16.913729999999997,16.54092,16.2837
34697,1237664667362328656,19.136029999999998,17.92417,17.26088,16.86673,16.634510000000002
964,1237651250946113739,19.3648,18.1743,17.34999,16.88567,16.61176
12280,1237655744555253940,18.62257,17.4343,16.796310000000002,16.401510000000002,16.14014
33996,1237664293687132345,19.621879999999997,18.20554,17.485139999999998,17.04961,16.76166
49653,1237678596462018974,18.87631,17.68821,16.93151,16.5312,16.21009
12548,1237655463776288916,18.368270000000003,16.40534,15.40744,14.98255,14.618870000000001
22556,1237661971185598566,19.498620000000003,18.39625,17.72175,17.26877,17.01756
43652,1237667429548556487,18.93069,16.93105,15.932260000000001,15.515020000000002,15.13031
21655,1237661873492394100,19.40147,17.53874,16.546120000000002,16.13267,15.791939999999999
41740,1237667549811507271,18.884970000000003,17.104960000000002,16.08159,15.65465,15.32504
21430,1237661387619828101,19.18411,18.14368,17.67953,17.37085,17.26833
48924,1237669768162640073,19.359479999999998,17.5317,16.52045,16.1128,15.75363
48017,1237678807459823770,18.90557,17.06906,16.16862,15.713070000000002,15.482029999999998
32274,1237664871362330867,19.65719,17.9772,17.22462,16.84331,16.51139
25967,1237662306200125757,19.216379999999997,17.08845,16.04597,15.578529999999999,15.24889
6747,1237651537641668769,18.9674,17.51233,16.73498,16.32152,16.00161
3835,1237655108909662232,19.5599,18.423170000000002,17.7349,17.33626,17.14166
13310,1237655502423720358,19.623739999999998,17.630860000000002,16.65246,16.22804,15.888279999999998
43753,1237667444050755681,19.210179999999998,18.16474,17.46888,17.09317,16.83193
1993,1237651271359135874,19.70024,19.257,18.78163,18.64442,18.28758
29308,1237662534894092386,18.83546,17.517229999999998,17.02037,16.60505,16.35398
1077,1237651249875255624,19.44761,18.24447,17.70485,17.42325,17.2691
11582,1237657610726998107,18.97041,17.92267,17.52759,17.25885,17.19425
25389,1237661388691079586,19.31555,18.03197,17.2931,16.893420000000003,16.63683
35870,1237665129079046297,18.95177,18.0644,17.43535,17.0339,16.862289999999998
34331,1237665442050080834,18.71922,17.91603,17.72025,17.52771,17.58333
9613,1237657401343017083,19.08321,18.14019,17.662,17.39085,17.26079
19261,1237658611444482150,18.453229999999998,17.0724,16.24945,15.819579999999998,15.520679999999999
42596,1237667783389348117,19.50753,18.16391,17.48476,17.12531,16.83878
6741,1237651537640226892,19.1512,17.746,16.98171,16.51942,16.23657
149,1237648720682746048,19.44537,18.200210000000002,17.51747,17.12491,16.87361
13485,1237657071162491051,18.91103,18.30508,17.63865,17.17367,16.93712
42050,1237667782851952819,19.177529999999997,18.10344,17.49021,17.103279999999998,16.88465
11314,1237657590851305526,18.73289,17.69281,16.83158,16.42955,16.11161
45574,1237667736656871542,19.729589999999998,18.31878,17.62252,17.27342,17.06117
14429,1237660763770716327,18.40043,17.15814,16.522000000000002,16.16755,15.95587
44261,1237667541216133242,19.1133,18.070970000000003,17.37417,16.97926,16.7351
45591,1237667112798453904,18.919729999999998,16.97103,15.983279999999999,15.5703,15.216560000000001
43284,1237668584358019370,19.096320000000002,17.7522,17.03288,16.57465,16.319689999999998
49846,1237678887984234585,19.22588,17.63478,16.68585,16.230929999999997,15.86858
3677,1237654627862184131,19.95261,18.60375,17.61659,17.11433,16.80975
4251,1237651715334209862,19.24878,18.16072,17.62494,17.265929999999997,17.00402
2081,1237649919509200992,19.34892,18.08364,17.3332,16.92724,16.65625
28509,1237661850389708868,18.10464,16.68969,15.89356,15.48995,15.16835
2500,1237652629101609055,19.064020000000003,17.55663,16.8157,16.38177,16.13901
44991,1237667782297976973,20.12238,19.32769,18.95842,18.697570000000002,18.76546
24366,1237661433244287115,18.54532,17.56315,16.95205,16.596629999999998,16.37221
43390,1237667322727235741,19.646060000000002,18.08804,17.13534,16.70461,16.40697
43613,1237667429032657026,19.46288,18.26341,17.61,17.22308,16.963729999999998
24310,1237661433233342612,18.67544,17.9526,17.60098,17.24977,17.254070000000002
15984,1237658493339173103,19.23334,18.174310000000002,17.428060000000002,16.98295,16.722929999999998
21378,1237661151380242527,19.711660000000002,18.3068,17.47532,17.01786,16.76505
9317,1237652899691888711,19.09209,18.14753,17.69615,17.25265,17.22618
40763,1237668365316457015,19.38072,18.01505,17.11165,16.6586,16.29932
48583,1237667968031522957,18.73162,17.01831,16.07629,15.654620000000001,15.311879999999999
48886,1237667212134383755,18.93328,17.44687,16.59094,16.174210000000002,15.834000000000001
5188,1237651754013687910,18.99468,17.51654,16.7812,16.378729999999997,16.0698
23575,1237662194535956531,19.267129999999998,18.07252,17.39886,17.02609,16.830479999999998
21546,1237661433778274487,19.44676,18.13342,17.291420000000002,16.84657,16.58865
26797,1237661852538372193,19.21846,18.48273,18.10454,17.79368,17.651529999999998
24044,1237662335184535853,19.281679999999998,17.98395,17.3032,16.91413,16.63801
42189,1237668270836351293,19.207539999999998,18.51493,18.27129,17.95639,18.064329999999998
33188,1237661465987645584,19.08101,17.7466,16.986620000000002,16.56126,16.29735
39134,1237667254543712324,19.05772,17.73045,17.07033,16.67385,16.4242
37044,1237665548361990428,19.26715,17.78869,16.912029999999998,16.43955,16.118679999999998
24001,1237662226224906379,17.93352,17.0158,16.566,16.17459,16.07095
22002,1237661872932388949,18.24132,16.983810000000002,16.3619,15.990910000000001,15.78735
15975,1237658493336223971,19.89176,19.31684,18.90972,18.58586,18.66924
29007,1237662498931147036,18.831670000000003,17.67726,17.01213,16.61991,16.41721
49551,1237679997701324996,19.18964,17.2298,16.2255,15.80406,15.41819
28326,1237662237487595768,19.06438,17.860529999999997,17.17599,16.7692,16.4749
12029,1237658192685105390,19.57311,18.38464,17.79287,17.44942,17.265729999999998
46942,1237674370753757415,18.79577,17.5368,16.86758,16.4195,16.21583
16301,1237659131673051272,19.5178,18.49379,17.91832,17.5815,17.412879999999998
25905,1237662306188067029,19.77505,19.00432,18.2432,17.833920000000003,17.70445
37355,1237667209966846232,19.25007,17.809820000000002,17.104960000000002,16.63675,16.34763
2055,1237649918969446495,19.12104,17.72055,16.98205,16.56332,16.28012
38827,1237667322178633809,19.45626,18.35961,17.71508,17.346989999999998,17.117079999999998
12720,1237657596222308791,20.0004,19.14617,18.70982,18.42062,18.285629999999998
41143,1237667781217681484,18.53303,17.45457,16.82402,16.48697,16.25923
29458,1237664092360081645,19.46292,18.33597,17.85045,17.4922,17.336479999999998
49196,1237680240901685349,18.51482,17.2815,16.64041,16.255029999999998,16.046470000000003
26697,1237662268073246991,19.47021,18.4065,17.73941,17.3044,17.098010000000002
30221,1237664285634199865,19.19738,17.76905,16.94323,16.52531,16.23586
18974,1237661353779789964,18.60161,16.565739999999998,15.57409,15.14621,14.81032
26709,1237662268080324926,19.7894,19.05528,18.37535,17.96472,17.82775
7148,1237654398617125148,19.45617,18.1524,17.426679999999998,17.00219,16.74575
32264,1237664871359775002,19.33737,17.74365,16.84741,16.388170000000002,16.064239999999998
13429,1237657608036679963,19.06877,17.95024,17.46595,17.13513,16.99152
47889,1237673709331480781,18.61492,17.541539999999998,17.06916,16.759829999999997,16.655820000000002
39206,1237666216223244528,19.1177,17.37708,16.46281,15.94539,15.59564
13276,1237655501890191968,18.35483,17.27723,16.80971,16.459889999999998,16.31145
25343,1237661873476534422,18.69664,17.73689,17.2062,16.85193,16.66186
24059,1237662335715573987,18.88812,17.96151,17.313129999999997,16.93781,16.7109
46876,1237667781749571665,19.1784,17.65462,16.87471,16.51162,16.23009
17003,1237658298998587545,19.53836,18.363129999999998,17.68336,17.27435,16.99897
11836,1237658491211481147,19.23586,18.277810000000002,17.71331,17.34773,17.21663
15265,1237657855533121626,19.09157,17.10164,16.1026,15.6786,15.32117
29705,1237662528456294575,18.81958,17.67851,16.89326,16.449939999999998,16.09901
8962,1237654029787332778,19.53129,18.34893,17.75787,17.35045,17.13221
46224,1237671261730701451,18.56131,18.047439999999998,17.84938,17.74594,17.789270000000002
42485,1237667910060212375,19.331429999999997,17.96063,17.1519,16.65111,16.34453
26663,1237662267535786370,19.323539999999998,18.41215,17.91317,17.50605,17.33756
8263,1237655107301015813,18.72684,18.294320000000003,17.98667,17.72419,17.963060000000002
21716,1237661874018975915,19.40521,18.17705,17.32282,16.882460000000002,16.55611
39459,1237667915420205343,19.71765,18.37806,17.55224,17.08049,16.777839999999998
47741,1237667735568449762,18.78709,16.91173,15.84875,15.39357,15.03418
13768,1237657632188727564,19.67706,18.87132,18.49391,18.247770000000003,18.18349
44848,1237668289078427812,18.91161,17.11982,16.109479999999998,15.64756,15.243129999999999
33120,1237665128002355391,18.58035,17.21643,16.382189999999998,15.95224,15.63084
7825,1237655465922396318,18.93715,18.103679999999997,17.72233,17.40277,17.29656
41121,1237667781213618298,19.63401,18.353679999999997,17.64384,17.205779999999997,16.94417
35403,1237664835929374829,19.715310000000002,18.37885,17.54813,17.26227,17.05939
4444,1237651752927363244,18.1626,16.67718,15.835560000000001,15.37451,15.1412
19867,1237661416599322751,18.86504,17.110689999999998,16.23685,15.806770000000002,15.48329
3023,1237649962454548607,19.9969,18.76125,17.71274,17.52616,17.44124
13827,1237657243509194774,18.97316,17.57809,16.73979,16.32858,16.05498
44995,1237667782298435668,19.50708,18.414360000000002,17.83943,17.371779999999998,17.21066
22481,1237659163353612327,20.273310000000002,18.40566,17.71169,17.41187,17.197029999999998
21773,1237661069249675389,19.05684,17.93046,17.23631,16.89207,16.64264
23448,1237661361297358968,19.12112,17.991020000000002,17.40307,17.06178,16.855320000000003
6685,1237655371443601522,19.762,18.06687,17.139310000000002,16.75933,16.46878
10027,1237657629524688961,19.068189999999998,17.532410000000002,16.770789999999998,16.38705,16.08932
9101,1237655374649098487,19.72071,18.83491,18.45267,18.15015,18.05499
15345,1237658917456052405,18.807010000000002,17.23389,16.40825,16.0099,15.65603
17076,1237660635991441611,18.81984,17.69716,17.0551,16.63951,16.41602
18800,1237661386009084258,18.91964,17.04713,15.93735,15.45994,15.09945
14708,1237657873790730376,19.46229,18.35655,17.68688,17.27824,17.10615
12393,1237656495643033843,19.21653,18.1744,17.6604,17.342579999999998,17.238139999999998
7878,1237655468599410985,19.450689999999998,18.294539999999998,17.52195,17.11081,16.772129999999997
36342,1237664869751455881,18.8798,17.73292,17.235229999999998,16.878610000000002,16.68146
13057,1237657773934379183,19.60588,19.0004,18.32565,17.93287,17.782629999999997
9934,1237657875407175765,18.34327,16.30025,15.31379,14.88197,14.540679999999998
36409,1237665225692348535,18.84439,17.1804,16.25885,15.75632,15.412510000000001
5795,1237654652566962297,19.90711,18.90801,18.356189999999998,17.89136,17.77069
47287,1237671125378990259,18.73096,18.09313,17.56339,17.20495,17.09843
19571,1237661851479703693,19.138360000000002,18.02117,17.41439,17.052670000000003,16.82174
34524,1237663783140524210,19.768539999999998,18.82757,18.33693,18.03179,17.88853
2637,1237651225171394768,19.24384,18.1293,17.44826,17.02705,16.78344
14903,1237657628987031807,18.85361,17.12593,16.227220000000003,15.807379999999998,15.41995
11368,1237656496724836494,18.74382,17.4992,16.87598,16.4936,16.22499
42711,1237666339188506725,19.67349,18.71105,18.27426,17.93862,17.84551
42712,1237666339188703386,18.64719,17.43893,16.75468,16.37676,16.144560000000002
36799,1237665128555741354,19.201829999999998,17.80363,17.04464,16.61584,16.31064
26158,1237662501083676990,18.5608,17.54181,17.045360000000002,16.69375,16.542379999999998
29796,1237662302971756739,18.18807,16.858439999999998,16.17492,15.751610000000001,15.470360000000001
34231,1237665180592636053,18.556070000000002,17.31981,16.67752,16.32085,16.06012
5029,1237651271892271197,18.88206,17.424120000000002,16.58063,16.15385,15.852170000000001
16716,1237659148850299059,19.70187,19.02447,18.47733,18.10085,18.04974
45385,1237671129129025623,18.86046,17.26827,16.46858,16.06005,15.78545
42504,1237667910066438300,19.10064,17.63296,16.792370000000002,16.36319,16.057679999999998
23544,1237660958106583512,18.71729,17.62954,17.14595,16.79125,16.62981
36179,1237665531178516690,19.3881,18.75593,18.37977,18.13243,18.120720000000002
31321,1237663480332878049,19.44678,18.652260000000002,18.154220000000002,17.804920000000003,17.61456
10047,1237657630045044948,19.48754,18.00742,17.184620000000002,16.824720000000003,16.51816
7226,1237655125548400894,18.8994,17.85158,17.1981,16.79759,16.561020000000003
35581,1237665329863196782,19.16065,18.02069,17.2744,16.89538,16.67594
46557,1237670448374677803,19.33351,17.31418,16.21913,15.77475,15.38125
35885,1237665129083240636,20.03825,18.33589,17.537689999999998,17.26075,17.029989999999998
26903,1237662225694785746,19.42237,18.21049,17.556729999999998,17.182000000000002,16.966520000000003
30130,1237663783128727701,19.84061,18.99897,18.63201,18.33705,18.22246
26252,1237661434853458105,18.69964,17.33879,16.41471,15.91805,15.53024
34181,1237665179521908882,19.58926,18.56261,17.7372,17.31129,17.0508
505,1237648721750261931,18.99759,17.94277,17.27551,16.92316,16.63563
18952,1237661353242394720,19.78949,19.04626,18.67321,18.341620000000002,18.345010000000002
20551,1237661383311622283,19.49314,18.340970000000002,17.77721,17.47533,17.22703
40853,1237667322714849400,19.80415,18.38288,17.60528,17.21866,16.92154
42602,1237667783392559148,19.31455,17.86684,17.00976,16.54107,16.22302
20603,1237661383848427594,18.78668,16.81198,15.816320000000001,15.37984,15.03984
26347,1237662336250347669,19.19647,17.684639999999998,16.87453,16.46346,16.15566
44728,1237667735033282664,18.60932,16.57388,15.56754,15.149170000000002,14.810210000000001
19133,1237661063876051176,19.31166,17.60192,16.67631,16.25584,15.91141
