,objid,u,g,r,i,z,redshift
20641,1237661384379793623,19.25532,17.62966,16.71109,16.24867,15.91066,0.1240596
2388,1237650762931765320,19.27531,17.52925,16.64549,16.23682,15.91593,0.11154539999999999
31572,1237663277929005147,18.0048,16.343870000000003,15.38591,14.92097,14.528129999999999,0.1083039
14639,1237661064416198953,18.36615,16.90297,16.153760000000002,15.7779,15.48354,0.11475650000000001
3307,1237650371562307768,19.32591,18.68076,18.33793,18.191860000000002,18.321720000000003,0.1853447
17277,1237659326555750540,19.14763,18.1901,17.59937,17.22576,17.01305,0.1565318
32659,1237662636909854990,18.86153,17.94364,17.43811,17.03765,16.92527,0.1303705
38150,1237665330928025737,19.28407,18.16321,17.407410000000002,17.008010000000002,16.72626,0.15607089999999998
27652,1237662635832180908,19.66453,18.14947,17.42088,17.017120000000002,16.77125,0.11778310000000002
23250,1237661851997831320,19.27047,18.140060000000002,17.460279999999997,17.07524,16.82374,0.1295598
7246,1237655126076358771,19.261429999999997,18.2342,17.77788,17.4645,17.31673,0.13542449999999998
38929,1237665566079844554,18.39171,17.31506,16.7595,16.398770000000003,16.1896,0.1142103
2477,1237648674511651009,19.371879999999997,18.30153,17.70413,17.33631,17.106460000000002,0.1390111
16137,1237660962400436455,19.118470000000002,17.92985,17.25582,16.89132,16.70344,0.1248412
9867,1237654953740468267,19.548029999999997,18.395529999999997,17.75589,17.2755,17.12238,0.14039770000000001
2620,1237651213896712428,19.24175,18.11889,17.51631,17.13312,16.89248,0.12236400000000001
43139,1237668332027379896,17.95545,16.159860000000002,15.281120000000001,14.835270000000001,14.52713,0.1059567
270,1237648704060850227,19.615470000000002,18.16799,17.158929999999998,16.63684,16.30711,0.1549926
34987,1237665565529538763,19.04958,18.47286,18.11573,17.62105,17.72019,0.1204034
10722,1237654398626365664,18.91151,17.74105,17.07263,16.699089999999998,16.44125,0.126916
27221,1237661948637675655,19.9073,19.13159,18.576729999999998,18.20662,18.04478,0.2060161
26826,1237663275780866176,19.31127,18.0273,17.33686,16.86926,16.6378,0.10922730000000001
41481,1237668299286642843,19.29403,18.76547,18.38581,18.178729999999998,18.3916,0.19311129999999999
5618,1237654604797771873,19.14738,18.0927,17.52908,17.19738,17.04072,0.15753029999999998
9792,1237655123945324841,18.68664,17.250120000000003,16.40705,15.983039999999999,15.69677,0.11747080000000001
25043,1237661850938376315,18.75303,17.7958,17.30361,16.96433,16.86362,0.12754749999999998
9625,1237657401877987488,19.31671,18.346829999999997,17.78668,17.482029999999998,17.30266,0.1684658
17709,1237661136888987744,19.18553,17.33488,16.31916,15.88773,15.54315,0.1193378
43348,1237667322719371354,19.1744,18.0965,17.454639999999998,17.09052,16.86939,0.1412349
24467,1237662224084697366,18.923939999999998,17.5024,16.71271,16.3269,16.0499,0.10269489999999998
21400,1237659132753150036,18.59456,17.7043,17.3847,17.13648,17.12161,0.1224107
18232,1237660765911580952,19.78406,18.6491,17.74854,17.268639999999998,16.984820000000003,0.22959290000000002
4507,1237651065737052438,18.09789,16.8784,16.24108,15.88761,15.653210000000001,0.11349649999999999
18872,1237657856612237383,19.43225,18.76362,18.47832,18.11898,18.19691,0.1431421
46717,1237671769073189247,19.55902,18.57836,17.899520000000003,17.49445,17.27734,0.1937152
48686,1237674365920018743,19.24148,17.95797,17.21881,16.8187,16.58459,0.14736970000000002
3893,1237653440837714027,18.460060000000002,17.314239999999998,16.68058,16.2987,16.05636,0.12506910000000002
31916,1237665024365101147,18.78416,17.675320000000003,17.08776,16.6647,16.453979999999998,0.1025535
37364,1237667209970123133,19.71014,18.445829999999997,17.77834,17.39637,17.13935,0.11167429999999999
48824,1237670965381169449,19.5685,18.88459,18.59468,18.280479999999997,18.22093,0.1551929
36808,1237664873502867825,19.56576,18.02478,17.201060000000002,16.798779999999997,16.49434,0.1030325
32719,1237665372800877127,19.49493,18.23239,17.6776,17.26666,17.114320000000003,0.14165450000000002
6972,1237655472901718117,18.79717,17.244329999999998,16.327070000000003,15.83261,15.48432,0.1215888
46779,1237667914880450635,19.16627,18.02957,17.35098,16.96632,16.73198,0.1273849
27576,1237662266458833065,19.272479999999998,18.14821,17.688,17.357029999999998,17.2649,0.11281580000000001
30950,1237664291003564151,18.73763,16.819370000000003,15.863920000000002,15.44902,15.131570000000002,0.1135308
10062,1237654879125110968,19.01803,17.96793,17.42653,17.08961,16.8944,0.1276373
27450,1237662195600195664,19.16335,18.13661,17.66825,17.305139999999998,17.155,0.10913010000000002
42264,1237668271375188302,18.51587,17.305629999999997,16.66112,16.28011,16.059820000000002,0.1147766
42740,1237666340797481033,18.75119,17.688010000000002,17.22085,16.890220000000003,16.77133,0.1043115
5607,1237654604793512078,19.71544,18.59028,17.93833,17.49844,17.30005,0.1985468
7253,1237655126079111301,19.22585,17.35321,16.38661,15.911760000000001,15.561960000000001,0.10194539999999999
20664,1237661210970423506,19.55898,18.202820000000003,17.29156,16.834889999999998,16.50674,0.1678333
7677,1237654880739000437,19.27349,18.12444,17.53395,17.16314,16.99455,0.1445101
15425,1237658802037325951,18.32994,16.37582,15.397520000000002,14.96716,14.637929999999999,0.1063088
6343,1237655108917723280,19.44815,18.51835,18.06856,17.770039999999998,17.69652,0.14574520000000002
42125,1237667253991309678,19.21282,17.91055,17.19588,16.77841,16.51817,0.1267598
23772,1237659327106515278,18.5382,17.54261,16.89676,16.511,16.248920000000002,0.1117009
3705,1237654651494990043,19.24886,17.1097,16.0748,15.63085,15.264520000000001,0.108645
26394,1237662336260833682,19.47235,18.14759,17.48443,17.05506,16.80038,0.1331483
43496,1237667733977759851,19.49437,18.90898,18.05633,17.616789999999998,17.29607,0.2551277
43881,1237668348672934148,19.42774,18.09396,17.3614,16.92391,16.65542,0.14161479999999999
11763,1237658203434582132,19.0157,18.5429,18.32711,18.09714,18.26461,0.1294857
23148,1237659326019469595,18.460910000000002,16.45607,15.44687,15.03718,14.667570000000001,0.11764549999999999
30860,1237664668967436399,18.76783,17.51462,16.803379999999997,16.419320000000003,16.19432,0.1294136
14387,1237657612876578867,18.96879,17.73527,17.050810000000002,16.64575,16.39163,0.1011708
6521,1237655108379672761,18.9931,17.644389999999998,16.98227,16.57913,16.34206,0.1040135
7195,1237655125019000990,18.4595,17.19162,16.57169,16.234070000000003,15.9896,0.1109441
22914,1237660635448148037,18.53192,16.324,15.328710000000001,14.87137,14.520529999999999,0.10647039999999999
27787,1237661949735141495,18.42476,17.45053,16.95478,16.5486,16.41115,0.1410525
28359,1237662662142263453,18.89248,17.997020000000003,17.28802,16.80256,16.52913,0.12317460000000001
48894,1237667212136677451,19.67551,19.04126,18.30746,17.89498,17.66433,0.23341599999999998
14881,1237657628982050994,19.48329,17.559070000000002,16.56391,16.13194,15.75883,0.11423980000000002
10296,1237655368748040313,19.03414,17.93765,17.27681,16.91234,16.64712,0.1677846
27017,1237661815489233048,19.11563,17.764039999999998,16.89226,16.42446,16.08625,0.15018270000000003
21594,1237661434314424483,19.10734,17.754170000000002,16.98903,16.60592,16.3192,0.1154635
23713,1237661085882515563,19.13298,17.20178,16.19086,15.77205,15.416070000000001,0.1102555
19064,1237660962941108356,18.83072,17.82366,17.20723,16.801579999999998,16.61683,0.1395699
22826,1237661950784897101,19.05294,17.912879999999998,17.32907,16.94744,16.735039999999998,0.114559
29663,1237662524698198219,19.26078,18.182779999999998,17.63498,17.25982,17.01782,0.1221738
44727,1237667735033217153,19.75658,18.33696,17.588720000000002,17.08438,16.823629999999998,0.1064105
4424,1237651752408580243,19.6054,18.86274,18.49536,18.09907,18.0268,0.14453010000000002
19529,1237661087496339722,19.745,18.90795,18.18935,17.754479999999997,17.47918,0.21000500000000002
25205,1237662238020600087,19.24977,18.073710000000002,17.43824,17.01482,16.78193,0.1192312
36954,1237665429712535796,19.07619,17.935470000000002,17.3393,16.9435,16.68894,0.11071769999999999
45864,1237667430639009981,19.04648,16.99229,15.91351,15.47585,15.116660000000001,0.1292572
20500,1237661066014818791,19.52296,17.646929999999998,16.69023,16.29965,15.939210000000001,0.1048652
19968,1237661070333575231,18.49079,17.380570000000002,16.93737,16.5938,16.44696,0.10589100000000001
32632,1237665126945063107,18.857770000000002,17.86894,17.38201,17.01551,16.87283,0.11537249999999999
29540,1237662268613132562,18.65255,17.26193,16.48364,16.03872,15.768360000000001,0.1217866
8158,1237655129844810238,19.41809,17.45769,16.49219,16.07488,15.7247,0.10209960000000001
42742,1237668495244132498,19.12377,18.15195,17.8128,17.45629,17.4831,0.1111896
42957,1237667447805706381,18.94878,17.058770000000003,16.04622,15.61403,15.262120000000001,0.1029183
40137,1237665129622077575,19.30098,17.75552,16.89607,16.41949,16.05474,0.10050880000000001
31070,1237664105241903110,18.84536,18.36104,18.10414,17.85987,18.015829999999998,0.15350870000000003
19579,1237661851482849454,18.32443,16.73953,15.801870000000001,15.36744,15.064,0.10831089999999999
42980,1237667448336678987,19.14538,18.18352,17.653679999999998,17.26659,17.12465,0.1566428
20277,1237661357544767591,19.00447,17.51505,16.75499,16.331020000000002,16.022660000000002,0.10053630000000001
25443,1237662662134661325,18.852729999999998,17.48389,16.70089,16.30777,16.01393,0.1213069
44020,1237667781246255369,19.41849,18.11264,17.27376,16.80452,16.56377,0.17476989999999998
19962,1237661070331543689,19.89998,17.97339,16.92316,16.46429,16.08638,0.1322791
29613,1237664671639339168,18.70563,17.24576,16.39027,15.96984,15.69767,0.1308021
34685,1237664667360297046,19.016070000000003,17.75732,16.99598,16.56107,16.327289999999998,0.13739089999999998
15886,1237658205044015220,19.1642,17.85046,17.08774,16.66883,16.408379999999998,0.1359635
695,1237648702982258990,19.06563,17.56575,16.70705,16.24267,15.91358,0.13968440000000001
32759,1237663784197030094,19.8865,19.05038,18.56472,18.261670000000002,18.09734,0.1650664
1716,1237648704588022146,19.66475,17.64285,16.59741,16.14854,15.75949,0.1132175
4510,1237651066278183062,19.004189999999998,18.43477,17.97246,17.59856,17.54358,0.1456689
40547,1237668272977281158,19.51975,18.41681,17.69742,17.34991,17.07299,0.1013248
44975,1237667782294044864,18.33314,16.39859,15.40213,14.974879999999999,14.596810000000001,0.1071276
5731,1237655107290071283,19.12645,18.13955,17.45712,16.9983,16.81835,0.1501438
38987,1237665356694356254,18.94941,17.87179,17.25614,16.89218,16.66039,0.1415249
32247,1237664870827425888,19.28351,18.1428,17.48536,17.08887,16.842029999999998,0.19082929999999998
26245,1237661434851754188,19.59106,18.40709,17.7214,17.35126,17.09481,0.10906099999999999
302,1237648704584614100,18.41868,16.50352,15.476970000000001,15.046,14.6768,0.10785050000000002
22756,1237661965819445338,19.100839999999998,17.05726,16.08589,15.6505,15.301620000000002,0.102395
24201,1237662193450483855,19.6219,18.34887,17.58359,17.144820000000003,16.958370000000002,0.17536429999999997
23740,1237662307804708982,19.33158,17.46303,16.43542,16.0158,15.645229999999998,0.12494939999999999
35562,1237665329855201385,18.94443,18.01695,17.592679999999998,17.31144,17.19027,0.1297412
5681,1237655106765258947,19.50289,18.17411,17.46109,17.06806,16.801579999999998,0.1058568
15716,1237660634384695435,18.72489,17.898220000000002,17.4637,17.11394,17.02263,0.1498319
35849,1237665129069543666,19.332910000000002,18.22501,17.59727,17.24842,17.017960000000002,0.1183415
5409,1237651821636288706,19.27347,18.20395,17.638679999999997,17.20549,17.033929999999998,0.15609070000000003
8631,1237654381982318722,19.70991,18.57377,17.94485,17.59386,17.37049,0.20202779999999998
14352,1237657612338200691,18.965239999999998,17.991310000000002,17.52655,17.151529999999998,16.991429999999998,0.1308503
42203,1237668270843298288,19.42652,18.247629999999997,17.62106,17.2184,16.96774,0.10810510000000001
6836,1237654879118295119,19.2554,17.344079999999998,16.349510000000002,15.91071,15.551470000000002,0.1012543
42937,1237667447275127083,18.39365,17.075120000000002,16.246920000000003,15.86025,15.56654,0.1306373
1502,1237648720143777968,18.99221,18.03735,17.41614,17.01984,16.76277,0.10453810000000001
6599,1237654952669282742,18.56492,17.5787,17.11249,16.759520000000002,16.60795,0.131252
44466,1237667917030359152,19.111,17.67989,16.898429999999998,16.4861,16.19611,0.11099569999999999
40265,1237667735577100441,19.13844,17.1927,16.23791,15.78638,15.45889,0.10223760000000001
47067,1237671142021202221,19.10802,17.7909,17.02919,16.52845,16.24749,0.12880070000000002
45034,1237667782312591545,18.88312,17.588070000000002,16.982110000000002,16.65203,16.42674,0.103433
30246,1237664286709711018,19.49879,18.31137,17.594829999999998,17.139860000000002,16.87194,0.12488160000000001
16997,1237658298996359357,18.90924,17.628989999999998,16.93492,16.5493,16.2898,0.11001789999999999
5911,1237653616933666905,19.20373,18.087329999999998,17.56198,17.20205,17.0099,0.1219672
41953,1237667782817743011,18.43127,17.22015,16.58031,16.183,15.9547,0.1142577
35206,1237665025440153722,18.76052,17.86174,17.540789999999998,17.26494,17.19407,0.13626760000000002
16593,1237660562431213953,19.34929,18.23611,17.66345,17.31339,17.107020000000002,0.1096112
19085,1237660963475882058,19.40077,18.26037,17.482789999999998,17.05726,16.7489,0.1479605
30498,1237661463301587328,18.98215,17.94098,17.43613,17.11349,16.96321,0.13894720000000002
31973,1237665024911212759,18.36885,17.352320000000002,16.501620000000003,16.14475,15.85249,0.2489156
23460,1237661361301684388,19.25733,18.04119,17.2909,16.92354,16.67118,0.1380978
14157,1237657770713350290,18.44794,17.161379999999998,16.44201,16.074379999999998,15.76746,0.1263796
48605,1237672838520176834,19.04351,17.4223,16.52344,16.02988,15.665379999999999,0.11815430000000002
18987,1237661354316726382,19.4884,17.72687,16.7979,16.41168,16.0877,0.1262656
20673,1237661210972389575,19.46483,18.11424,17.48582,17.115479999999998,16.90598,0.1281021
19855,1237661416596045916,19.03568,17.38397,16.488120000000002,16.06954,15.7542,0.11413510000000002
10823,1237654610681725173,19.57624,18.28967,17.46575,17.03868,16.73245,0.13517320000000002
34658,1237665099002151064,18.765220000000003,17.47312,16.76065,16.36204,16.09841,0.131091
46760,1237667914349346902,19.67012,17.72757,16.70156,16.27838,15.89856,0.1135497
39406,1237665532250685582,19.401229999999998,18.079439999999998,17.22403,16.79799,16.44651,0.13318210000000003
13605,1237658303277564100,18.89725,17.51217,16.692,16.283179999999998,15.95655,0.11761189999999999
31388,1237664667904835819,19.26671,17.17239,16.146739999999998,15.71074,15.34366,0.1079646
29354,1237662337329201472,19.72505,18.57648,17.76582,17.342779999999998,17.06482,0.2016474
49731,1237668333109903735,18.64647,16.637,15.61011,15.15505,14.78925,0.1060515
9475,1237657190369198201,19.6348,18.44235,17.66175,17.23656,16.9361,0.1539662
18969,1237661353778806889,19.17091,18.02936,17.45478,17.090339999999998,16.8948,0.1026065
2827,1237651273499410589,18.97403,17.77456,17.19371,16.83125,16.67415,0.1126757
6058,1237654653640573151,18.99624,18.27036,17.930320000000002,17.62217,17.5661,0.13940429999999998
44870,1237668289085243562,19.18518,17.368370000000002,16.4208,15.98964,15.649420000000001,0.1181665
16340,1237659132214313178,18.94,17.764870000000002,17.13607,16.77908,16.53067,0.1140882
30179,1237661959367360559,19.691760000000002,18.20541,17.32295,17.01879,16.81105,0.228433
29586,1237662300817588311,19.92249,18.96133,18.39189,18.07147,17.89864,0.1498047
24542,1237661068173836519,19.36681,18.033,17.27806,16.83674,16.5391,0.1119845
23201,1237661967970926744,18.709979999999998,17.6298,17.098010000000002,16.653879999999997,16.526,0.1114144
37075,1237665548892373122,18.78913,17.20361,16.21922,15.778529999999998,15.41092,0.13837320000000003
31090,1237664105777922308,19.8149,19.0732,18.68293,18.31288,18.28193,0.130029
20671,1237661210971799654,18.98725,17.58699,16.84121,16.44882,16.162679999999998,0.11877919999999999
46277,1237671262268883452,18.84704,18.15241,17.84187,17.57197,17.55022,0.15556779999999998
20074,1237661137963385026,19.5017,18.90767,18.66542,18.36518,18.44827,0.1252304
41780,1237667550347001986,19.55305,17.86593,16.89648,16.40053,16.026139999999998,0.11659449999999999
36368,1237667212140085346,18.613770000000002,17.83165,17.2896,16.90179,16.74193,0.17869920000000003
13224,1237656242780700999,19.421689999999998,17.45606,16.45898,16.034689999999998,15.687439999999999,0.10477950000000001
22419,1237661356998262864,19.49346,17.64145,16.70865,16.288120000000003,15.963370000000001,0.11526310000000001
45220,1237668298216439907,18.8038,16.9685,16.04809,15.6485,15.325510000000001,0.1043266
21152,1237661387082170696,19.38782,18.23121,17.70244,17.367810000000002,17.24394,0.145806
1660,1237652901281726523,18.630779999999998,17.78974,17.24686,16.787689999999998,16.66326,0.15194639999999998
11553,1237658205028286497,19.53847,17.79821,16.8656,16.41761,16.05463,0.11602370000000001
11424,1237656538585563273,18.39943,17.39316,16.8542,16.50761,16.296789999999998,0.1021876
42413,1237667736108662954,19.40557,17.78795,17.16604,16.92428,16.662860000000002,0.1053347
5990,1237653651304808569,18.58403,17.42168,16.8131,16.412229999999997,16.1545,0.1057614
20287,1237661358071677018,18.705379999999998,17.738229999999998,17.37439,17.1054,17.01441,0.1142888
22202,1237661849852969006,18.93904,16.99171,15.944220000000001,15.50216,15.1625,0.13225839999999997
35254,1237665025979383875,18.86435,17.33997,16.45327,16.03621,15.7159,0.1335578
568,1237648722829574369,18.655,17.5582,17.15295,16.84026,16.68763,0.1047369
4470,1237651752944926824,19.29577,18.0407,17.40566,17.028,16.74665,0.1082962
27953,1237662641196171495,19.5172,18.034860000000002,17.24044,16.80643,16.51057,0.1303703
13457,1237660635452997763,19.32716,18.20328,17.47255,17.08191,16.81245,0.1269639
34489,1237658302740496499,19.16378,17.9513,17.268079999999998,16.887929999999997,16.646720000000002,0.12352650000000001
23959,1237661958833832044,19.37606,18.22031,17.75895,17.43619,17.28523,0.1075384
33774,1237665015236460660,19.69479,18.06315,17.295170000000002,16.918979999999998,16.66052,0.1373945
23580,1237662194537660529,19.11646,18.123,17.549879999999998,17.22264,17.05418,0.1287949
24297,1237661418746740885,18.909979999999997,17.94259,17.54825,17.23807,17.19657,0.1388353
41244,1237667212116951370,19.744629999999997,17.899929999999998,16.90973,16.503439999999998,16.192529999999998,0.13082939999999998
27322,1237662697038479695,18.863570000000003,17.75664,17.0954,16.71772,16.51067,0.1530548
25113,1237661851465678937,18.8359,17.796879999999998,17.19824,16.85874,16.65437,0.1234018
29980,1237662340009492774,19.32905,18.2277,17.7368,17.3551,17.212229999999998,0.1014543
16916,1237658298454442193,19.68414,18.43551,17.84137,17.41437,17.230629999999998,0.1174422
45365,1237667783361757378,19.228479999999998,18.00854,17.3452,16.93976,16.66773,0.1108984
7001,1237655473438130755,18.538610000000002,16.37976,15.320329999999998,14.86395,14.49223,0.1195438
33848,1237664668435873962,18.64242,17.40747,16.73861,16.36061,16.1346,0.1248776
12554,1237655463776878785,18.44707,16.83973,15.984860000000001,15.5911,15.238339999999999,0.1053085
49915,1237668625165385846,19.707910000000002,19.113329999999998,18.53535,18.11625,17.903589999999998,0.1448395
14249,1237658492261629968,19.24379,18.1248,17.443379999999998,16.97184,16.82215,0.1545616
3613,1237655124479967372,19.05358,17.53572,16.771320000000003,16.35859,16.04741,0.11376900000000001
4186,1237651540324450457,18.63115,17.8445,17.30783,16.94851,16.83805,0.16026949999999998
1484,1237651252039909507,18.37591,17.28862,16.879360000000002,16.57299,16.45785,0.1011163
2984,1237654399689228307,19.4904,18.229429999999997,17.60091,17.217979999999997,16.981460000000002,0.1391093
37987,1237665569302839442,19.14053,17.06837,16.05408,15.626570000000001,15.272670000000002,0.10407650000000002
8286,1237655107303178324,18.842670000000002,16.96435,16.01153,15.6234,15.34534,0.1015043
14978,1237660637071999093,19.23601,18.24314,17.62854,17.28385,17.09083,0.1617797
46989,1237671140942348537,19.751179999999998,18.78506,18.44374,18.17754,18.11369,0.1074024
22861,1237661950796431555,18.98487,17.79082,17.1863,16.83726,16.617620000000002,0.1046218
44141,1237667912750137440,18.42675,17.30044,16.789089999999998,16.47325,16.29221,0.10961040000000001
1578,1237648720160882889,19.5361,18.37469,17.452939999999998,16.99277,16.69448,0.14391310000000002
25748,1237661465449005317,18.89963,17.74877,17.04244,16.6564,16.45751,0.1282277
21763,1237661069247512741,19.47945,18.792279999999998,18.57706,18.45031,18.42432,0.12952249999999998
18233,1237660765911646296,18.708370000000002,17.13699,16.24974,15.79955,15.46309,0.1071116
39049,1237667781203984576,19.56246,18.06325,17.19443,16.79263,16.44368,0.13162100000000002
32062,1237664093971743142,20.25524,18.65043,17.79903,17.44043,17.17711,0.13253579999999998
26303,1237662529531871492,18.67961,17.4752,16.74296,16.336660000000002,16.06397,0.16029720000000003
16402,1237651736310448369,18.684839999999998,17.86617,17.47824,17.10388,16.9916,0.1117217
27620,1237662620797239404,18.9856,17.1515,16.13409,15.65675,15.27481,0.1101924
27432,1237662195597115528,20.27287,19.35367,18.978089999999998,18.61214,18.46284,0.112871
32078,1237664093977379056,19.60761,18.96218,18.347,17.99389,17.78067,0.24799960000000001
7898,1237655469138182524,19.55412,18.88818,18.53738,18.28541,18.26247,0.14541279999999998
39132,1237667254543450279,19.48374,18.141920000000002,17.47038,17.050629999999998,16.80281,0.12484819999999999
12531,1237655463771635789,19.19426,16.951729999999998,15.902510000000001,15.4637,15.0751,0.12350209999999999
21626,1237661873487741030,19.00313,18.05611,17.75112,17.482329999999997,17.39157,0.101604
24187,1237662193446289592,18.97176,17.77042,17.08628,16.74251,16.49622,0.1005209
19640,1237659153685545053,18.69618,17.72104,17.3192,16.86449,16.80471,0.11932809999999999
14082,1237658609292214342,19.473489999999998,18.33224,17.72597,17.39183,17.15401,0.10350160000000001
10680,1237655495979696299,19.41467,18.142310000000002,17.41949,16.99323,16.71927,0.1462517
43670,1237667442968625310,19.25003,18.34211,17.77226,17.41093,17.24822,0.1346109
39292,1237664337714282587,19.16827,17.35357,16.48736,16.11308,15.7404,0.1016784
11987,1237654604258541738,19.214170000000003,17.73762,16.88365,16.4152,16.11776,0.15696110000000002
42681,1237667783906033976,18.971970000000002,17.04342,16.00941,15.53951,15.19955,0.1002762
6950,1237654610144198860,19.58923,17.83014,16.96636,16.56505,16.27337,0.1026743
41288,1237667212130844829,19.86476,19.28646,18.72922,18.63999,18.64344,0.16285970000000002
21003,1237661850412712148,18.69865,17.76269,17.31046,16.95391,16.82558,0.10377930000000002
33276,1237664837537235207,19.79042,18.45747,17.69805,17.27756,17.03971,0.1835167
24084,1237661358610055299,19.548170000000002,18.40363,17.68226,17.31223,17.03346,0.1878961
35116,1237664818217943148,19.703329999999998,18.48551,17.67677,17.21904,16.95711,0.1706541
38257,1237667549271687266,19.384220000000003,18.84579,18.41902,18.24237,18.02216,0.2486306
35255,1237665025979646037,19.48464,18.311870000000003,17.504379999999998,17.1094,16.84235,0.1410545
19841,1237658801506091152,19.14009,17.21184,16.25909,15.79195,15.498439999999999,0.1018683
38163,1237665330932285585,19.02666,17.82024,17.22965,16.92762,16.68638,0.1195383
4,1237648721217126706,19.46765,18.27505,17.586479999999998,17.206139999999998,16.942120000000003,0.12485619999999999
25856,1237662637987922549,19.313,18.04777,17.415570000000002,17.09141,16.82675,0.11477799999999999
1957,1237651252580515964,19.167070000000002,17.869979999999998,17.24682,16.91486,16.6919,0.10956600000000001
45028,1237667782312329442,18.89031,17.67853,17.04999,16.68998,16.46844,0.10654300000000001
6131,1237655463783366866,19.152070000000002,17.35153,16.41112,15.99671,15.683279999999998,0.11518119999999998
8580,1237654381440336148,19.515060000000002,18.63575,18.10054,17.78311,17.60565,0.1517437
30608,1237664295831142534,19.14041,17.90519,17.10458,16.72334,16.44014,0.1591318
430,1237648721234034830,19.526120000000002,18.22608,17.50616,17.07991,16.77899,0.1375011
38239,1237665442593439820,18.62125,17.263939999999998,16.60398,16.2486,16.007460000000002,0.1036267
1808,1237648705128235259,19.08105,17.75767,17.096970000000002,16.74135,16.508029999999998,0.10303620000000001
48022,1237679253060124738,19.12412,18.17114,17.60719,17.20992,16.993660000000002,0.1374006
44162,1237667914343776507,18.785420000000002,17.30029,16.43136,16.01512,15.705070000000001,0.12260739999999998
29005,1237662498930884833,19.09273,18.00776,17.41989,17.07197,16.86598,0.12902
6204,1237655464319123669,19.19452,18.1247,17.317439999999998,16.87539,16.613570000000003,0.2216159
36519,1237665427561775171,18.95864,17.7584,17.00711,16.610120000000002,16.34949,0.1178212
33417,1237664337171579041,18.66601,16.94153,16.05077,15.61099,15.25474,0.11962370000000001
30916,1237664668981461194,18.79854,17.007379999999998,16.290689999999998,16.02439,15.780489999999999,0.11254769999999999
6801,1237654875359477858,18.649179999999998,17.27383,16.53386,16.0998,15.800839999999999,0.10589900000000001
14280,1237658492273426541,19.270570000000003,18.07634,17.36488,16.96245,16.69438,0.13817020000000002
24349,1237661433242714207,19.430770000000003,18.25309,17.67747,17.4077,17.10201,0.13226010000000002
47055,1237671142018383959,19.24615,17.59542,16.88954,16.58265,16.30848,0.10315899999999999
220,1237648704050495730,19.31662,18.26064,17.74602,17.44565,17.29693,0.1016802
43931,1237668349212426513,18.77019,17.56147,17.002589999999998,16.64989,16.466920000000002,0.10924210000000001
10105,1237654879660540060,19.26667,17.327920000000002,16.35199,15.930579999999999,15.6095,0.1267743
44899,1237668289619755096,18.02919,16.7107,16.13275,15.75808,15.539279999999998,0.1022096
14870,1237661068187795549,18.626079999999998,17.18713,16.48957,16.06234,15.785060000000001,0.1035509
19007,1237661355930747115,19.52516,18.31506,17.72127,17.33934,17.11125,0.1171123
17287,1237659326557650986,19.05813,18.17801,17.79496,17.49054,17.39663,0.134196
25142,1237662697028321380,19.40215,18.326529999999998,17.75009,17.32625,17.149620000000002,0.12042960000000001
21588,1237661434313572544,18.78078,17.6953,17.0243,16.65608,16.4538,0.18567329999999999
35876,1237665129079898187,19.13318,18.01251,17.395139999999998,16.99845,16.8101,0.1530338
14785,1237657769635283049,19.30496,18.20671,17.50745,17.12592,16.93346,0.19821760000000002
43536,1237667733985689716,18.579929999999997,16.69926,15.711879999999999,15.30339,14.94885,0.1031213
22730,1237660636532179025,20.04522,19.363570000000003,18.815360000000002,18.37152,18.17867,0.11616189999999998
21813,1237661069259374751,18.96785,17.68789,16.94024,16.573339999999998,16.29016,0.125325
1770,1237648705116831871,18.915020000000002,17.954079999999998,17.45954,17.03364,16.93419,0.1372681
33654,1237664669510533368,19.63735,17.76748,16.74175,16.31896,15.999189999999999,0.1312803
6822,1237654876436430937,18.717129999999997,17.50179,16.90718,16.586029999999997,16.339389999999998,0.10148810000000001
48740,1237673703970701642,18.880329999999997,16.82621,15.68895,15.20815,14.816579999999998,0.1248802
10593,1237655474507284643,19.61071,18.86046,18.50593,18.175910000000002,18.154239999999998,0.1519402
44837,1237668288547979322,18.624670000000002,16.49257,15.49327,15.037820000000002,14.70093,0.1009521
3898,1237653440839090341,19.01334,17.811,17.22711,16.814339999999998,16.595760000000002,0.11538310000000002
15438,1237658802043551860,19.28439,18.11133,17.519379999999998,17.13626,16.889329999999998,0.1435376
42453,1237667736116199557,19.13148,17.90639,17.21539,16.85606,16.57825,0.1294587
44745,1237667735036297388,19.542820000000003,18.5197,17.780910000000002,17.40174,17.18833,0.16829829999999998
45259,1237668298753638558,19.388820000000003,17.78452,16.85192,16.45757,16.14617,0.1057884
37986,1237664094510711013,18.6598,16.82649,15.8196,15.34847,15.000670000000001,0.1075755
15020,1237658204493971644,19.38492,17.56319,16.62756,16.21259,15.85789,0.1072662
39736,1237667431169523801,18.99213,17.70467,16.96601,16.54784,16.31275,0.10458339999999998
5663,1237654605322191107,18.855,17.78409,17.029420000000002,16.64861,16.42557,0.2152561
44144,1237667912751448258,19.146620000000002,17.90396,17.156229999999997,16.71473,16.4744,0.12800910000000001
47217,1237671124839301291,19.83297,18.09895,17.1268,16.66359,16.33841,0.12957939999999998
2019,1237651271885783195,18.646539999999998,17.07721,16.207060000000002,15.77784,15.461829999999999,0.1215373
12358,1237656494040744055,19.42517,17.89724,16.97887,16.4856,16.13826,0.10430360000000001
